id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate
0,"multiDips_1_(0, 100, 0)",19.961916558077228,0.2966774767231707,1.913587992370088,40,602311,0.111755,50,10,0.2
0,"multiDips_2_(0, 100, 0)",20.289325736786324,0.4596706669057013,2.3331837115938794,40,681961,0.124456,50,10,0.2
0,"multiDips_4_(0, 0, 100)",21.61780449449417,0.4183800929939959,2.220541108980854,39,639947,0.119132,50,10,0.2
0,"multiDips_4_(100, 0, 0)",23.765072677471863,0.46388349098787823,2.2933433989634597,38,645894,0.12023,50,10,0.2
0,"multiDips_4_(33.33, 33.33, 33.33)",18.58410147945624,0.326276271207967,1.8169589816283458,40,625368,0.115742,50,10,0.2
0,"multiDips_2_(100, 0, 0)",20.31740047458592,0.5272727014251389,2.3383147177131223,40,681137,0.126741,50,10,0.2
0,"multiDips_1_(33.33, 33.33, 33.33)",22.34796804525628,0.4537188633012593,2.119713511419818,39,618023,0.114689,50,10,0.2
0,"multiDips_1_(100, 0, 0)",22.372636260212918,0.5102738869428012,2.1287958354337952,39,615677,0.115115,50,10,0.2
0,"multiDips_3_(0, 100, 0)",23.376758745417614,0.469818621713915,2.265666440757306,39,722957,0.133807,50,10,0.2
0,"multiDips_1_(0, 0, 100)",19.991040611599242,0.3607932851338828,1.8899276094903397,40,595406,0.111948,50,10,0.2
0,"multiDips_2_(0, 0, 100)",19.3803074954961,0.43167999273983887,2.2290748035431287,40,659673,0.121753,50,10,0.2
0,"multiDips_4_(0, 100, 0)",22.330966740436452,0.41501942917984863,2.1224558786466052,39,678795,0.127513,50,10,0.2
0,"multiDips_3_(100, 0, 0)",21.96810675998505,0.4956197580148279,2.1360567750134405,40,764096,0.141734,50,10,0.2
0,"multiDips_3_(33.33, 33.33, 33.33)",24.402868920633956,0.5094524827322261,2.2959697532632144,39,625077,0.11895,50,10,0.2
0,"multiDips_3_(0, 0, 100)",20.773481471821583,0.4905480747860416,2.2306745091464375,41,777817,0.140021,50,10,0.2
0,"multiDips_2_(33.33, 33.33, 33.33)",19.392321376244325,0.450284887425541,2.221883095641871,40,1104645,0.190871,50,10,0.2
0,MILP,25.79098886982686,0.5205883935424647,2.4279094181425287,38,0,77.286158,50,10,0.2
1,"multiDips_1_(0, 100, 0)",19.997105829131886,0.3884463268786994,1.9158536206626122,40,607342,0.114203,50,10,0.2
1,"multiDips_1_(100, 0, 0)",21.451971297867487,0.4489098324064898,2.0259425965453675,39,709246,0.129986,50,10,0.2
1,"multiDips_1_(0, 0, 100)",19.999569548992167,0.3897445979156859,1.903874389557233,40,596644,0.122619,50,10,0.2
1,"multiDips_1_(33.33, 33.33, 33.33)",21.434662141852787,0.39734255565896676,1.9994290362051637,39,694845,0.127088,50,10,0.2
1,"multiDips_4_(0, 100, 0)",20.715654785288766,0.4217666692741546,2.143407404313847,39,650514,0.123103,50,10,0.2
1,"multiDips_2_(0, 100, 0)",16.104197807591746,0.43759544605512,2.100663945704546,42,879699,0.155381,50,10,0.2
1,"multiDips_2_(100, 0, 0)",16.112242730335577,0.4560979064233964,2.112575826265568,42,875980,0.154707,50,10,0.2
