id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate,gintent
0,FIFO_Profit,10.571488349130119,0.4749264740014334,1.2181167020780839,95,1190398,0.200981,100,5,0.3,normal
0,FIFO_Free HW,10.557149488145829,0.4541422791519168,1.2267227483219,95,1188891,0.201006,100,5,0.3,normal
0,Hungriest_Free HW,11.027523957267443,0.41727519102660526,1.1363077152881313,95,1043346,0.170506,100,5,0.3,normal
0,Random_Profit,10.322574095481773,0.46629763772870403,1.259243102378179,95,1067260,0.180661,100,5,0.3,normal
0,Longest_Carbon,9.84718181100386,0.48611502153934905,1.42466493889619,95,1215315,0.203776,100,5,0.3,normal
0,Longest_Profit,8.441307661464698,0.46063669109210303,1.2326325512716334,96,1181480,0.200123,100,5,0.3,normal
0,FIFO_Balanced,11.074929836418747,0.46865216756376027,1.2823605576122794,94,1052614,0.178376,100,5,0.3,normal
0,Hungriest_Balanced,11.034327762154309,0.4301177026931198,1.137329956731934,95,1043456,0.17142,100,5,0.3,normal
0,Longest_Balanced,8.441307661464696,0.46063669109210303,1.2326325512716334,96,1181476,0.197309,100,5,0.3,normal
0,Random_Free HW,9.818969995936877,0.31644147446249477,1.0535327445464848,95,1187143,0.203517,100,5,0.3,normal
0,Longest_Free HW,8.441307661464696,0.46063669109210303,1.2326325512716334,96,1180219,0.198602,100,5,0.3,normal
0,FIFO_Carbon,10.500732463059947,0.37718593922566857,1.2836152275024437,95,1940056,0.320897,100,5,0.3,normal
0,Hungriest_Profit,10.798259288144285,0.4451806991884557,1.1819634422745096,95,1573842,0.254658,100,5,0.3,normal
0,Random_Carbon,11.926106374978804,0.433703336402408,1.3785574439396107,94,1073006,0.182287,100,5,0.3,normal
0,Hungriest_Carbon,10.772158630464425,0.4123919616105868,1.2124143566511831,95,1506341,0.242606,100,5,0.3,normal
0,Random_Balanced,8.058115057836554,0.38453687991667973,0.6271161036857359,96,2071491,0.347939,100,5,0.3,normal
0,MILP,12.501213964659268,0.5222006667855792,1.459802190808644,93,0,13.576146,100,5,0.3,normal
1,FIFO_Balanced,6.0157932379926375,0.10773889970049871,0.7096220599440832,97,1002875,0.168483,100,5,0.3,normal
1,FIFO_Carbon,6.011689510283169,0.09946889642208478,0.7099726840644234,97,1002847,0.168585,100,5,0.3,normal
1,Longest_Profit,5.774173708885767,0.12036346430206475,0.7614442817982305,97,1084545,0.18235,100,5,0.3,normal
1,Hungriest_Profit,6.2595092062713515,0.10416136602384768,0.656978847204506,97,1013013,0.166122,100,5,0.3,normal
1,Longest_Free HW,5.773183079805413,0.11720896476638198,0.7591111758530679,97,1081674,0.181788,100,5,0.3,normal
1,FIFO_Free HW,6.016261150735967,0.11300505007727343,0.7105373396750868,97,1002117,0.168349,100,5,0.3,normal
1,FIFO_Profit,6.017251779816322,0.11805954961295623,0.7168704456202495,97,1002651,0.168582,100,5,0.3,normal
1,Hungriest_Balanced,6.258871308923192,0.10353498501139019,0.6610482237661022,97,1010841,0.166233,100,5,0.3,normal
1,Longest_Carbon,5.768438711907917,0.10189832825764389,0.7554369398013769,97,1081587,0.18191,100,5,0.3,normal
1,Random_Free HW,6.2342163616649735,0.1126673341854483,0.7056743727136973,97,1006077,0.171396,100,5,0.3,normal
1,Random_Profit,5.460008859413644,0.0824997781865068,0.5214316127338263,97,1192614,0.202145,100,5,0.3,normal
1,Hungriest_Carbon,6.254767581213724,0.09526498173297626,0.6613988478864423,97,1010825,0.168803,100,5,0.3,normal
1,Hungriest_Free HW,6.259156474539156,0.1058132475006224,0.6593763646977472,97,1010118,0.167755,100,5,0.3,normal
1,Longest_Balanced,5.77226001684129,0.10974432126469225,0.7552524114830188,97,1081627,0.181315,100,5,0.3,normal
1,Random_Carbon,5.1107559460029215,0.07191918126778256,0.5889128084093365,97,1139902,0.193698,100,5,0.3,normal
1,Random_Balanced,6.116217189398416,0.09129591413243698,0.6681845717668242,97,1228637,0.206268,100,5,0.3,normal
1,MILP,6.465451870404312,0.1021127425145658,0.6009746045940723,97,0,2.409311,100,5,0.3,normal
2,FIFO_Profit,11.077386773947438,0.47848120166911895,1.2920396775112852,94,1055909,0.179023,100,5,0.3,normal
2,Hungriest_Profit,11.035318391234664,0.4321322022288026,1.1372630626770968,95,1044158,0.171828,100,5,0.3,normal
2,FIFO_Balanced,10.571953519033581,0.4783383721603415,1.2205377450754598,95,1188717,0.201365,100,5,0.3,normal
2,FIFO_Carbon,11.959240948429011,0.4767213786996787,1.430215961273995,94,1049984,0.178557,100,5,0.3,normal
2,Hungriest_Balanced,11.035318391234664,0.43213220222880255,1.1372630626770968,95,1042048,0.170499,100,5,0.3,normal
2,Hungriest_Free HW,11.028514586347796,0.41928969056228804,1.1362408212332942,95,1041953,0.170982,100,5,0.3,normal
2,Random_Balanced,9.162690390336014,0.2884409169083163,0.887720914903803,95,1276156,0.216218,100,5,0.3,normal
2,FIFO_Free HW,10.558140117226184,0.4561567786875996,1.226655854267063,95,1188936,0.201181,100,5,0.3,normal
2,Longest_Free HW,10.079961194454679,0.47391345057672063,1.3102379815535365,95,1131543,0.189526,100,5,0.3,normal
2,Hungriest_Carbon,12.230936226683202,0.5150425303989141,1.3615570194426065,94,1381377,0.224839,100,5,0.3,normal
2,Random_Profit,10.028630871207552,0.4649893494164379,1.017174592887461,95,1464240,0.249306,100,5,0.3,normal
2,Longest_Profit,10.07996119445468,0.4739134505767207,1.310237981553536,95,1135584,0.191388,100,5,0.3,normal
