id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate
0,"multiDips_1_(100, 0, 0)",10.387027573977859,0.8730991998013956,0.9763909095687348,0,146240,0.044008,5,100,0.2
0,"multiDips_1_(0, 100, 0)",10.074780267904728,0.039567312015849926,0.9014576978999078,0,145941,0.044012,5,100,0.2
0,"multiDips_1_(0, 0, 100)",10.294621415288743,0.5620205839442716,0.9385999912519365,0,145234,0.043872,5,100,0.2
0,"multiDips_1_(33.33, 33.33, 33.33)",10.233088576675868,0.2915091781781801,0.828182496570212,0,145385,0.043752,5,100,0.2
0,"multiDips_2_(0, 100, 0)",10.074896748540459,0.03350370953682486,0.88828894089667,0,167622,0.048841,5,100,0.2
0,"multiDips_4_(0, 100, 0)",10.076051027443803,0.03511763397667211,0.8898181627058616,0,166675,0.049469,5,100,0.2
0,"multiDips_3_(0, 0, 100)",10.235816607108587,0.41854487244217475,0.9388234054380992,0,165197,0.048115,5,100,0.2
0,"multiDips_2_(33.33, 33.33, 33.33)",10.233343122179859,0.28902223834039337,0.8272167689689729,0,166700,0.04865,5,100,0.2
0,"multiDips_4_(100, 0, 0)",10.40227915797833,0.9656894502545244,0.9883884868383375,0,165263,0.048869,5,100,0.2
0,"multiDips_2_(0, 0, 100)",10.227872089401046,0.4213844613938327,0.9581499165010754,0,166358,0.048659,5,100,0.2
0,"multiDips_3_(0, 100, 0)",10.07406785814444,0.035209680030750264,0.8933542576887082,0,166284,0.047918,5,100,0.2
0,"multiDips_3_(33.33, 33.33, 33.33)",10.239597133397352,0.30503758787121443,0.8312585995899375,0,165445,0.048427,5,100,0.2
0,"multiDips_3_(100, 0, 0)",10.401387622972127,0.920737718694875,0.9694463807211827,0,165836,0.048386,5,100,0.2
0,"multiDips_4_(0, 0, 100)",10.261762695642634,0.5428427252622638,0.9903036675088077,0,166628,0.049806,5,100,0.2
0,"multiDips_4_(33.33, 33.33, 33.33)",10.242697278802195,0.3129288200537513,0.8354521090868925,0,168393,0.049393,5,100,0.2
0,"multiDips_2_(100, 0, 0)",10.401450503839666,0.922750734024136,0.9744047392156546,0,167112,0.048082,5,100,0.2
0,MILP,10.401573947415153,0.9153667712817953,0.9691426460106617,0,0,35.525683,5,100,0.2
1,"multiDips_1_(100, 0, 0)",10.386592273070882,0.876352774263512,0.9810893160702774,0,146464,0.044306,5,100,0.2
1,"multiDips_1_(0, 0, 100)",10.294621415288743,0.5620205839442716,0.9385999912519365,0,145240,0.043878,5,100,0.2
1,"multiDips_1_(0, 100, 0)",10.064520026421523,0.03973727911924712,0.920386237700245,0,174987,0.048047,5,100,0.2
1,"multiDips_4_(0, 100, 0)",10.069826468751671,0.03417283937807987,0.8992359013907173,0,170006,0.049335,5,100,0.2
1,"multiDips_2_(0, 100, 0)",10.06853144455697,0.034437081296079766,0.9020056430539253,0,167693,0.048894,5,100,0.2
1,"multiDips_1_(33.33, 33.33, 33.33)",10.211243411636042,0.20992823780620506,0.804271824788674,0,145047,0.044036,5,100,0.2
1,"multiDips_3_(33.33, 33.33, 33.33)",10.209470161354396,0.21056883924217373,0.8079794434402371,0,165117,0.048242,5,100,0.2
1,"multiDips_2_(100, 0, 0)",10.40109895619224,0.9277025796692345,0.9838485206197631,0,167299,0.048556,5,100,0.2
1,"multiDips_4_(0, 0, 100)",10.269107418093352,0.5011851951971665,0.9409555143195725,0,164881,0.048756,5,100,0.2
1,"multiDips_4_(100, 0, 0)",10.387116114862181,0.8788241843051983,0.9828012575811101,0,165814,0.049119,5,100,0.2
1,"multiDips_2_(33.33, 33.33, 33.33)",10.211410985404779,0.2121893241260196,0.8077501931910548,0,166452,0.048188,5,100,0.2
1,"multiDips_2_(0, 0, 100)",10.227872089401046,0.4213844613938327,0.9581499165010754,0,166364,0.047941,5,100,0.2
1,"multiDips_3_(0, 100, 0)",10.06645524954026,0.036397504417044646,0.9098464767544795,0,166537,0.048111,5,100,0.2
1,"multiDips_3_(100, 0, 0)",10.401029441896737,0.9269958624932035,0.9813578501657231,0,166128,0.048152,5,100,0.2
1,"multiDips_3_(0, 0, 100)",10.235816607108587,0.41854487244217475,0.9388234054380992,0,165203,0.047736,5,100,0.2
