id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate
0,"multiDips_2_(100, 0, 0)",8.441307661464698,0.46063669109210303,1.2326325512716334,46,409426,0.080145,50,5,0.2
0,"multiDips_1_(0, 0, 100)",9.897880038324733,0.42060831925886716,1.0574656053131273,45,397604,0.077639,50,5,0.2
0,"multiDips_2_(0, 100, 0)",9.84718181100386,0.48611502153934905,1.42466493889619,45,422838,0.082273,50,5,0.2
0,"multiDips_2_(0, 0, 100)",8.441307661464696,0.46063669109210303,1.2326325512716334,46,408165,0.079362,50,5,0.2
0,"multiDips_4_(100, 0, 0)",9.891144608410219,0.4186894275218479,1.0783396688670115,45,359766,0.073434,50,5,0.2
0,"multiDips_3_(33.33, 33.33, 33.33)",11.034327762154309,0.4301177026931198,1.137329956731934,45,357371,0.071462,50,5,0.2
0,"multiDips_2_(33.33, 33.33, 33.33)",8.441307661464696,0.46063669109210303,1.2326325512716334,46,409422,0.079032,50,5,0.2
0,"multiDips_1_(0, 100, 0)",10.583748212667318,0.4784982455698801,1.2708931785253452,45,363307,0.072676,50,5,0.2
0,"multiDips_1_(100, 0, 0)",9.905389306675993,0.43318706797183226,1.0600928117704473,45,398981,0.078794,50,5,0.2
0,"multiDips_3_(0, 0, 100)",11.027523957267443,0.41727519102660526,1.1363077152881313,45,357261,0.071742,50,5,0.2
0,"multiDips_1_(33.33, 33.33, 33.33)",9.905857219419321,0.438453218348607,1.0610080915014506,45,397611,0.078142,50,5,0.2
0,"multiDips_3_(0, 100, 0)",10.772158630464425,0.4123919616105868,1.2124143566511831,45,516100,0.099061,50,5,0.2
0,"multiDips_3_(100, 0, 0)",10.798259288144285,0.4451806991884557,1.1819634422745096,45,520050,0.099623,50,5,0.2
0,"multiDips_4_(33.33, 33.33, 33.33)",11.278003726143151,0.4123184841610397,1.1915359418733835,44,370756,0.074816,50,5,0.2
0,"multiDips_4_(0, 0, 100)",9.749827683020127,0.415807956022163,1.086529017355849,45,469581,0.092223,50,5,0.2
0,"multiDips_4_(0, 100, 0)",9.209874014038894,0.20951920849272077,0.9060654383238524,45,644837,0.123982,50,5,0.2
0,MILP,12.501213964659268,0.5222006667855792,1.4598021908086436,43,0,6.56761,50,5,0.2
1,"multiDips_1_(100, 0, 0)",6.853231215478958,0.38964451902717684,0.801581298092471,47,334158,0.067031,50,5,0.2
1,"multiDips_1_(0, 100, 0)",8.28040768429545,0.43510206641176297,0.9664113640507106,46,337396,0.070177,50,5,0.2
1,"multiDips_1_(33.33, 33.33, 33.33)",6.853413962606323,0.39263240691471935,0.8041684368918293,47,332276,0.066847,50,5,0.2
