id,type,profit,energy,carbon,unsatprops,inferences,time,size,rate
1,multiDips,15.810594277225217,0.27624610348655915,1.3470694525160083,"[[], [], [], [], [], [], [], [], [], []]",6500269,0.857031,15,0.1
1,multiDips,15.807993216161453,0.27896152188936707,1.3486153440954072,"[[], [], [], [], [], [], [], [], [], []]",6940953,0.912296,15,0.1
1,multiDips,15.810903020472324,0.34530002967729273,1.3533116214725185,"[[], [], [], [], [], [], [], [], [], []]",20532772,2.687486,15,0.1
1,multiDips,20.06206627028963,0.511492671512168,1.9080103317454746,"[[], [], [], [], [], [], [], [], [], []]",814479,0.117227,15,0.1
1,multiDips,17.927812772285936,0.41602430106017724,1.6423515954524393,"[[], [], [], [], [], [], [], [], [], []]",8591625,1.1214,15,0.1
1,multiDips,17.877258808523628,0.44368866274251095,1.6522329478608588,"[[], [], [], [], [], [], [], [], [], []]",790654,0.115485,15,0.1
1,multiDips,17.877258808523628,0.44368866274251095,1.6522329478608588,"[[], [], [], [], [], [], [], [], [], []]",797778,0.11655,15,0.1
1,multiDips,16.27558574460027,0.4707270664610832,1.5143197715418113,"[[], [], [], [], [], [('latency', ((190,), (206.63070000000002,)))], [], [], [], []]",1762916,0.240395,15,0.1
1,multiDips,15.505812492079738,0.6291256616305657,1.3544557277325078,"[[], [], [], [], [], [], [], [], [], []]",2642093,0.355547,15,0.1
1,multiDips,15.504001406141512,0.6247986313206385,1.358223031778828,"[[], [], [], [], [], [], [], [], [], []]",2219043,0.299997,15,0.1
1,multiDips,15.504059156784027,0.6253113856510705,1.3582984087097671,"[[], [], [], [], [], [], [], [], [], []]",2219207,0.299656,15,0.1
1,multiDips,13.381022702488355,0.2673829730959385,1.0978278645275712,"[[], [], [], [], [], [], [], [], [], []]",2379494,0.321812,15,0.1
1,multiDips,13.382118048809417,0.26354040465136436,1.0971678605489532,"[[], [], [], [], [], [], [], [], [], []]",2379541,0.321136,15,0.1
1,multiDips,13.066496108970636,0.30452133112741764,1.1445952589375248,"[[], [], [], [], [], [], [], [], [], []]",1653802,0.227094,15,0.1
1,multiDips,11.731899745695173,0.2735320768353915,1.0312329552935395,"[[], [], [], [], [], [], [], [], [], []]",1846229,0.25246,15,0.1
1,multiDips,11.731899745695173,0.2735320768353915,1.0312329552935395,"[[], [], [], [], [], [], [], [], [], []]",1570077,0.217123,15,0.1
1,multiDips,11.733418842335368,0.29722927356383044,1.0308070816028754,"[[], [], [], [], [], [], [], [], [], []]",1295618,0.181496,15,0.1
1,multiDips,9.763278995726209,0.29806830371867604,1.0712862078599579,"[[], [], [], [], [], [], [], [], [], []]",6145007,0.802701,15,0.1
1,multiDips,9.763278995726209,0.29806830371867604,1.0712862078599579,"[[], [], [], [], [], [], [], [], [], []]",6145007,0.804251,15,0.1
1,multiDips,9.763265006837685,0.2980853712516361,1.0714664653679606,"[[], [], [], [], [], [], [], [], [], []]",2376798,0.320469,15,0.1
1,multiDips,7.621889761681903,0.22211498270852273,0.8035070247825841,"[[], [], [], [], [], [], [], [], [], []]",11966884,1.571394,15,0.1
1,multiDips,9.758779528374246,0.30750944691184384,1.0754598146820409,"[[], [], [], [], [], [], [], [], [], []]",4544719,0.600466,15,0.1
1,multiDips,9.750327095318148,0.2836764163228902,1.0820732358050917,"[[], [], [], [], [], [], [], [], [], []]",5954881,0.782632,15,0.1
1,multiDips,9.750327095318148,0.2836764163228902,1.0820732358050917,"[[], [], [], [], [], [], [], [], [], []]",5963613,0.785721,15,0.1
1,multiDips,5.261052951915259,0.18081100372003972,0.5455449762971889,"[[], [], [], [], [], [], [], [], [], []]",15922946,2.087089,15,0.1
1,multiDips,2.9101988991000654,0.1055689582778738,0.27875479697044553,"[[], [], [], [], [], [], [], [], [], []]",19037909,2.490012,15,0.1
1,multiDips,4.561815899473964,0.14252018171982866,0.34865529141069884,"[[], [], [], [], [], [], [], [], [], []]",19036575,2.48699,15,0.1
1,multiDips,4.561815899473964,0.14252018171982866,0.34865529141069884,"[[], [], [], [], [], [], [], [], [], []]",21134665,2.760246,15,0.1
1,multiDips,6.21089064875163,0.15397709159949116,0.4093482439404956,"[[], [], [], [], [], [], [], [], [], []]",23043593,3.062806,15,0.1
1,multiDips,6.21089064875163,0.15397709159949116,0.4093482439404956,"[[], [], [], [], [], [], [], [], [], []]",23043806,3.021223,15,0.1
1,multiDips,6.210074110638843,0.14970848095333827,0.4082020561875266,"[[], [], [], [], [], [], [], [], [], []]",22158454,2.933319,15,0.1
1,multiDips,10.939778721432544,0.3009872540219445,0.8990725119667689,"[[], [], [], [], [], [], [], [], [], []]",13618795,1.809753,15,0.1
1,multiDips,9.28202968173465,0.2894860683509779,0.8369270784553161,"[[], [], [], [], [], [], [], [], [], []]",12989212,1.727716,15,0.1
1,multiDips,9.28202968173465,0.2894860683509779,0.8369270784553161,"[[], [], [], [], [], [], [], [], [], []]",12989212,1.721759,15,0.1
1,multiDips,6.91533248968973,0.20133611432719845,0.588647605373407,"[[], [], [], [], [], [], [], [], [], []]",19398008,2.57311,15,0.1
1,multiDips,6.901902966334626,0.17564281688227704,0.6215028482362864,"[[], [], [], [], [], [], [], [], [], []]",19118064,2.528554,15,0.1
1,multiDips,6.901269907054271,0.17249455822093832,0.620106836244481,"[[], [], [], [], [], [], [], [], [], []]",7710134,1.028739,15,0.1
1,multiDips,6.901980734620372,0.17310001196189684,0.6196714279326968,"[[], [], [], [], [], [], [], [], [], []]",7699397,1.025012,15,0.1
1,multiDips,6.919132609560804,0.10991138458379106,0.6044636764023847,"[[], [], [], [], [], [], [], [], [], []]",8385242,1.109822,15,0.1
1,multiDips,11.042816017662396,0.23282881383760434,0.8640942505597174,"[[], [], [], [], [], [], [], [], [], []]",6655546,0.889545,15,0.1
1,multiDips,10.935799086019387,0.24729993863022892,0.9149806498178029,"[[], [], [], [], [], [], [], [], [], []]",6713603,0.903559,15,0.1
1,multiDips,10.935799086019387,0.24729993863022892,0.9149806498178029,"[[], [], [], [], [], [], [], [], [], []]",6713603,0.892559,15,0.1
1,multiDips,10.935799086019387,0.2580833772923983,0.914980649817803,"[[], [], [], [], [], [], [], [], [], []]",6713718,0.887498,15,0.1
1,multiDips,8.588834868031823,0.1817535594360581,0.6454106739670595,"[[], [], [], [], [], [], [], [], [], []]",8401819,1.113065,15,0.1
1,multiDips,10.938733601876969,0.258422432326102,0.9125368604709221,"[[], [], [], [], [], [], [], [], [], []]",6727074,0.900847,15,0.1
1,multiDips,8.588473846288748,0.20057218235348528,0.6439959696791527,"[[], [], [], [], [], [], [], [], [], []]",7401143,0.987614,15,0.1
1,multiDips,9.298764169188846,0.3006434801093687,0.8362846591365493,"[[], [], [], [], [], [], [], [], [], []]",4588088,0.614782,15,0.1
1,multiDips,9.298764169188846,0.3006434801093687,0.8362846591365493,"[[], [], [], [], [], [], [], [], [], []]",4588088,0.615363,15,0.1
