id,type,profit,energy,carbon,unsatprops,inferences,time,size,rate
1,multiDips,20.13830957835781,0.23163690785933627,1.846227413352004,"[[], [], [], [], [], [], [], [], [], []]",4216645,0.539517,15,0.1
1,multiDips,20.13830957835781,0.23163690785933627,1.846227413352004,"[[], [], [], [], [], [], [], [], [], []]",4216645,0.537303,15,0.1
1,multiDips,20.042600958371008,0.3214750397116823,1.8998043849856436,"[[], [], [], [], [], [], [], [], [], []]",583725,0.085807,15,0.1
1,multiDips,20.061123243538844,0.5685719954178912,1.941105563232021,"[[], [], [], [], [], [], [], [], [], []]",1077408,0.149901,15,0.1
1,multiDips,20.071570551934578,0.570737699965301,1.939937088010147,"[[], [], [], [], [], [], [], [], [], []]",961709,0.135426,15,0.1
1,multiDips,20.063571629397117,0.5515057278411925,1.9453895524178688,"[[], [], [], [], [], [], [], [], [], []]",888483,0.125814,15,0.1
1,multiDips,20.07249071895602,0.5582998028607533,1.9379918698277607,"[[], [], [], [], [], [], [], [], [], []]",804309,0.115322,15,0.1
1,multiDips,20.145510213471535,0.8007527923456076,1.853421108292133,"[[], [], [], [], [], [], [], [], [], []]",365046,0.060266,15,0.1
1,multiDips,15.885020093286602,0.5036678238382591,1.3122058060884987,"[[], [], [], [], [], [], [], [], [], []]",13949515,1.827424,15,0.1
1,multiDips,15.862579763428343,0.42193213475409386,1.2827762560247846,"[[], [], [], [], [], [], [], [], [], []]",8470597,1.128342,15,0.1
1,multiDips,17.99685680160607,0.5445003573115172,1.5604843788740326,"[[], [], [], [], [], [], [], [], [], []]",3206713,0.427435,15,0.1
1,multiDips,15.199309779539147,0.4483569275576502,1.4215723495114372,"[[], [], [], [], [], [], [], [], [], []]",677417,0.100574,15,0.1
1,multiDips,15.199309779539147,0.4483569275576502,1.4215723495114372,"[[], [], [], [], [], [], [], [], [], []]",677417,0.100281,15,0.1
1,multiDips,13.102176664203716,0.43070733753019996,1.1245539245533693,"[[], [], [], [], [], [], [], [], [], []]",11650521,1.513857,15,0.1
1,multiDips,10.960361972290826,0.3144470362707955,0.8511948506880721,"[[], [], [], [], [], [], [], [], [], []]",26589848,3.499843,15,0.1
1,multiDips,13.097438016138291,0.4367466505247539,1.1243505774808062,"[[], [], [], [], [], [], [], [], [], []]",9185055,1.202189,15,0.1
1,multiDips,10.961075094341309,0.3166116865512975,0.8522452541613884,"[[], [], [], [], [], [], [], [], [], []]",26590109,3.483147,15,0.1
1,multiDips,10.961075094341309,0.3166116865512975,0.8522452541613884,"[[], [], [], [], [], [], [], [], [], []]",23950100,3.126671,15,0.1
1,multiDips,13.083165960191918,0.5669276056937165,1.1499563422079386,"[[], [], [], [], [], [], [], [], [], []]",9814197,1.281976,15,0.1
1,multiDips,13.758904238993045,0.6506667313964993,1.2773973800560388,"[[], [], [], [], [], [], [], [], [], []]",933510,0.134412,15,0.1
1,multiDips,13.399500932391625,0.4660017949089681,1.1014534516255254,"[[], [], [], [], [], [], [], [], [], []]",22229323,2.914796,15,0.1
1,multiDips,15.50745888258357,0.644666174462006,1.369941341801835,"[[], [], [], [], [], [], [], [], [], []]",4382117,0.581788,15,0.1
1,multiDips,15.50745888258357,0.644666174462006,1.369941341801835,"[[], [], [], [], [], [], [], [], [], []]",4382117,0.579612,15,0.1
1,multiDips,11.754184586543833,0.4295290724338582,1.0379350554663398,"[[], [], [], [], [], [], [], [], [], []]",19205605,2.514463,15,0.1
1,multiDips,11.754184586543833,0.4295290724338582,1.0379350554663398,"[[], [], [], [], [], [], [], [], [], []]",19205605,2.543477,15,0.1
1,multiDips,11.754075700381481,0.46866616627130053,1.0380306349593897,"[[], [], [], [], [], [], [], [], [], []]",19205909,2.515136,15,0.1
1,multiDips,6.91256426083008,0.20596848607867704,0.599554984336061,"[[], [], [], [], [], [], [], [], [], []]",18590642,2.449786,15,0.1
1,multiDips,6.91256426083008,0.20596848607867704,0.599554984336061,"[[], [], [], [], [], [], [], [], [], []]",18590642,2.445912,15,0.1
1,multiDips,6.91256426083008,0.20596848607867704,0.599554984336061,"[[], [], [], [], [], [], [], [], [], []]",18590642,2.444465,15,0.1
1,multiDips,6.202901711668557,0.20250701755298683,0.40598611553030034,"[[], [], [], [], [], [], [], [], [], []]",20305634,2.648076,15,0.1
1,multiDips,6.205663508415545,0.18989908944101747,0.40494904844781415,"[[], [], [], [], [], [], [], [], [], []]",20305658,2.646646,15,0.1
1,multiDips,4.566346085223211,0.105548594661319,0.3330490731476121,"[[], [], [], [], [], [], [], [], [], []]",8293253,1.094515,15,0.1
1,multiDips,6.933509678642114,0.22192179082645433,0.5817716801875658,"[[], [], [], [], [], [], [], [], [], []]",6933696,0.920471,15,0.1
1,multiDips,9.305058087347398,0.30289382174726054,0.8250645453410757,"[[], [], [], [], [], [], [], [], [], []]",7390275,0.976891,15,0.1
1,multiDips,9.308343225838348,0.29756843747914724,0.8239303002773051,"[[], [], [], [], [], [], [], [], [], []]",8407554,1.110479,15,0.1
1,multiDips,10.11739462389481,0.3545179173179002,0.9735731236211844,"[[], [], [], [], [], [], [], [], [], []]",5292710,0.702959,15,0.1
1,multiDips,10.116321328042082,0.31279202403991946,0.978909063406197,"[[], [], [], [], [], [], [], [], [], []]",4755481,0.633399,15,0.1
1,multiDips,10.118698329921818,0.3440720546691612,0.9746658924087971,"[[], [], [], [], [], [], [], [], [], []]",4744544,0.631097,15,0.1
1,multiDips,10.118698329921818,0.3440720546691612,0.9746658924087971,"[[], [], [], [], [], [], [], [], [], []]",4744544,0.631706,15,0.1
1,multiDips,14.213977510438202,0.505328573359454,1.2539306726537607,"[[], [], [], [], [], [], [], [], [], []]",11982687,1.569766,15,0.1
1,multiDips,14.214573055539578,0.5071561660551941,1.2553601685606701,"[[], [], [], [], [], [], [], [], [], []]",12038759,1.574565,15,0.1
1,multiDips,14.21347747180711,0.4623220689649372,1.2531359519203245,"[[], [], [], [], [], [], [], [], [], []]",13988138,1.830215,15,0.1
1,multiDips,16.32502924164018,0.5463400292510154,1.5286211587695258,"[[], [], [], [], [], [], [], [], [], []]",7434492,0.965762,15,0.1
1,multiDips,16.32503787490123,0.5464684578056184,1.5285974017278845,"[[], [], [], [], [], [], [], [], [], []]",2766825,0.368412,15,0.1
1,multiDips,14.21266452003387,0.4604411074585013,1.2521979757922936,"[[], [], [], [], [], [], [], [], [], []]",3746736,0.500901,15,0.1
1,multiDips,14.21266452003387,0.505615212233091,1.2521979757922936,"[[], [], [], [], [], [], [], [], [], []]",3746987,0.49997,15,0.1
1,multiDips,14.223230548013769,0.5162723917414209,1.2486701986812587,"[[], [], [], [], [], [], [], [], [], []]",11186079,1.462882,15,0.1
1,multiDips,15.857671339672528,0.44603935135494754,1.3256576085650709,"[[], [], [], [], [], [], [], [], [], []]",13819205,1.825918,15,0.1
1,multiDips,15.859052293389608,0.4486623726916723,1.3223095589713227,"[[], [], [], [], [], [], [], [], [], []]",13818881,1.803508,15,0.1
1,multiDips,15.864072847977262,0.26138549357385144,1.313468051628119,"[[], [], [], [], [], [], [], [], [], []]",19382863,2.525735,15,0.1
1,multiDips,15.862473360532904,0.24439238927434803,1.31516744288713,"[[], [], [], [], [], [], [], [], [], []]",18311977,2.385933,15,0.1
1,multiDips,15.862473360532904,0.24439238927434803,1.31516744288713,"[[], [], [], [], [], [], [], [], [], []]",18311977,2.381378,15,0.1
