id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate
0,"multiDips_1_(100, 0, 0)",10.38414063299622,0.7798252615263624,0.9157795002945903,0,109986,0.031758,5,50,0.2
0,"multiDips_1_(0, 100, 0)",10.0465780793241,0.03114745439686336,0.948215750753931,0,109821,0.031693,5,50,0.2
0,"multiDips_3_(33.33, 33.33, 33.33)",10.174904774988677,0.18944979426839406,0.8438746248667233,0,126973,0.035099,5,50,0.2
0,"multiDips_4_(0, 100, 0)",10.057135620841173,0.024381071097918927,0.9150467690819983,0,130314,0.036448,5,50,0.2
0,"multiDips_1_(0, 0, 100)",10.15326282664301,0.26737980907343784,0.9548119159175585,0,108854,0.031513,5,50,0.2
0,"multiDips_1_(33.33, 33.33, 33.33)",10.205074200245122,0.25091671958656175,0.8440011209973276,0,108952,0.031278,5,50,0.2
0,"multiDips_3_(100, 0, 0)",10.383238655498834,0.7754235625277678,0.9045477724726841,0,128012,0.035389,5,50,0.2
0,"multiDips_2_(100, 0, 0)",10.383838707594558,0.7890250975369935,0.9140943042189139,0,128505,0.035468,5,50,0.2
0,"multiDips_2_(33.33, 33.33, 33.33)",10.185967065615365,0.20339269357208975,0.8340542417001848,0,127514,0.035116,5,50,0.2
0,"multiDips_2_(0, 0, 100)",10.11962701970142,0.2275261565654486,0.9838885597457068,0,127378,0.036013,5,50,0.2
0,"multiDips_3_(0, 0, 100)",10.122043804393517,0.22639024707678773,0.9811134057456177,0,126795,0.035426,5,50,0.2
0,"multiDips_4_(100, 0, 0)",10.384140632996218,0.7798252615263624,0.9157795002945904,0,129452,0.03658,5,50,0.2
0,"multiDips_3_(0, 100, 0)",10.062535655358529,0.02560201231800221,0.9065145100754954,0,127636,0.035211,5,50,0.2
0,"multiDips_4_(33.33, 33.33, 33.33)",10.20172640018074,0.24026130909370041,0.8292372833571902,0,130116,0.03657,5,50,0.2
0,"multiDips_2_(0, 100, 0)",10.057535683588023,0.024287640696991467,0.9141486406569418,0,128145,0.035573,5,50,0.2
0,"multiDips_4_(0, 0, 100)",10.16722287372499,0.2894378197506997,0.9463873884922636,0,128770,0.037299,5,50,0.2
0,MILP,10.38391196397007,0.7814438454023134,0.9077467901830777,0,0,6.031872,5,50,0.2
1,"multiDips_1_(100, 0, 0)",10.38414063299622,0.7798252615263624,0.9157795002945903,0,109990,0.031611,5,50,0.2
1,"multiDips_1_(0, 100, 0)",10.054502669164771,0.030803779431618092,0.9317387364719034,0,116048,0.031889,5,50,0.2
1,"multiDips_1_(33.33, 33.33, 33.33)",10.222339715575256,0.28880864578801685,0.8515576212120302,0,114060,0.031794,5,50,0.2
1,"multiDips_1_(0, 0, 100)",10.191912812993866,0.3324642256664149,0.9406191630824519,0,108862,0.031114,5,50,0.2
1,"multiDips_2_(0, 100, 0)",10.065460273428695,0.025843965731746202,0.9016716263749143,0,132934,0.035743,5,50,0.2
1,"multiDips_3_(0, 100, 0)",10.061779544244073,0.02748579153757475,0.9101783460966122,0,134039,0.036204,5,50,0.2
1,"multiDips_4_(33.33, 33.33, 33.33)",10.214085700681656,0.2753111171935703,0.8571738252803913,0,131696,0.036253,5,50,0.2
1,"multiDips_2_(33.33, 33.33, 33.33)",10.19697007226273,0.23198150393840092,0.8408863889907068,0,338884,0.060984,5,50,0.2
1,"multiDips_3_(0, 0, 100)",10.129416157602378,0.24530194071538441,0.9838208281366223,0,126791,0.035052,5,50,0.2
