id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate,limit
1,longest_profit,9.33631742695794,0.36183524911892206,1.2233655127827638,20,217356,0.047082,25,5,0.3,high
1,longest_carbon,9.335263132513495,0.3538283709605887,1.226912735004986,20,216937,0.047208,25,5,0.3,high
1,longest_freeHW,9.316324034493407,0.3787881017967053,1.220149092360259,20,215694,0.046284,25,5,0.3,high
1,longest_balanced,9.335263132513495,0.3523083709605887,1.2237127350049861,20,216796,0.046874,25,5,0.3,high
1,hungriest_carbon,8.688322649967583,0.328657787452329,0.8996352125761873,21,186146,0.042964,25,5,0.3,high
1,random_balanced,9.335263132513495,0.3523083709605887,1.2237127350049861,20,221214,0.049171,25,5,0.3,high
1,hungriest_balanced,8.688322649967583,0.32561778745232894,0.8932352125761873,21,185552,0.042358,25,5,0.3,high
1,random_profit,9.32484793474746,0.3129309633475655,0.9071546685642153,20,179779,0.042436,25,5,0.3,high
1,random_carbon,8.006399880230713,0.22105201682691838,0.9054086105650586,20,185135,0.043041,25,5,0.3,high
1,hungriest_random,8.35814291097033,0.3421273674987489,0.9828819337952213,21,129322,0.035309,25,5,0.3,high
1,hungriest_profit,8.693460919739545,0.3404866154769171,0.8988643004015281,21,186146,0.042259,25,5,0.3,high
1,hungriest_freeHW,8.3823221779306,0.29157865941244887,0.956560255659541,21,184850,0.042261,25,5,0.3,high
1,random_random,9.566089489873255,0.3517549921002239,1.182506228974502,20,111986,0.030868,25,5,0.3,high
1,longest_random,9.330199183160085,0.372840849055299,1.2251473233270576,20,183393,0.043106,25,5,0.3,high
1,random_freeHW,9.31654975905805,0.38083708669538013,1.2236217738579513,20,194584,0.046721,25,5,0.3,high
1,MILP,10.010245223621938,0.30993214896148596,1.0601683293285002,20,0,1.702704,25,5,0.3,high
2,longest_profit,6.326446715761859,0.17421709657395507,0.9550540196343225,22,201244,0.044307,25,5,0.3,high
2,longest_balanced,6.3264467157618585,0.17269709657395504,0.9518540196343226,22,200889,0.044066,25,5,0.3,high
2,hungriest_random,6.757472195684774,0.22867093282040155,0.8885043128520549,22,134391,0.035441,25,5,0.3,high
2,longest_carbon,6.3264467157618585,0.17269709657395504,0.9518540196343226,22,201240,0.044481,25,5,0.3,high
2,longest_freeHW,6.273516348973948,0.2652309561872043,0.9721319474193403,22,215658,0.046721,25,5,0.3,high
2,random_profit,4.729755343627243,0.05273624570430714,0.30146222977745146,22,174584,0.041612,25,5,0.3,high
2,hungriest_profit,6.755161263564025,0.2348808717375712,0.8982875650445572,22,198678,0.044244,25,5,0.3,high
2,longest_random,6.226787400383703,0.34948021616725716,0.9948742516522621,22,156764,0.038965,25,5,0.3,high
2,hungriest_balanced,6.755161263564025,0.23412087173757118,0.8966875650445572,22,198661,0.044245,25,5,0.3,high
2,hungriest_freeHW,6.733802449670913,0.2871177738329634,0.8878368650749633,22,196327,0.043926,25,5,0.3,high
2,random_random,8.120250716729203,0.3430334238585062,1.0267030460727284,21,119016,0.032084,25,5,0.3,high
2,random_carbon,6.184052770387809,0.1872623782572671,0.6947297970554859,22,251020,0.05398,25,5,0.3,high
2,random_freeHW,5.604163986861801,0.20756641883400284,0.8146935370051769,22,282968,0.059739,25,5,0.3,high
2,hungriest_carbon,6.7510116242552485,0.26040075905743437,0.8926687441522088,22,198769,0.04454,25,5,0.3,high
2,random_balanced,7.290333038780665,0.18733482665886692,0.8737503362055028,21,187285,0.043321,25,5,0.3,high
2,MILP,8.17337394687303,0.24706950227364433,0.9931432920154788,21,0,1.353763,25,5,0.3,high
3,longest_profit,9.332041546143296,0.35554127352024717,1.2224615812850712,20,207888,0.045705,25,5,0.3,high
3,hungriest_balanced,8.382731742517153,0.295808243945919,0.9681876876630007,21,168966,0.040012,25,5,0.3,high
3,hungriest_carbon,8.382731742517153,0.29618824394591897,0.9689876876630008,21,169797,0.039769,25,5,0.3,high
3,longest_balanced,9.33209128924072,0.35791937239273114,1.2257791055750973,20,207161,0.045359,25,5,0.3,high
3,longest_freeHW,9.313152191220633,0.3843991032288477,1.22221546293037,20,214910,0.046819,25,5,0.3,high
3,longest_carbon,9.33209128924072,0.3586793723927312,1.2273791055750973,20,207492,0.04627,25,5,0.3,high
3,longest_random,9.27875558212694,0.4469375646316399,1.2454959973341384,20,155081,0.039041,25,5,0.3,high
3,hungriest_freeHW,8.379150334657826,0.29718966084459125,0.9586266262296521,21,172972,0.040416,25,5,0.3,high
3,random_freeHW,8.969490369045381,0.33672024764949865,0.9940348620031728,20,222689,0.049855,25,5,0.3,high
3,hungriest_profit,8.381784001170134,0.2862979332900697,0.9655124341752488,21,169840,0.045253,25,5,0.3,high
3,random_random,8.142565554989337,0.31098012530231917,1.0107248505178639,21,131392,0.033881,25,5,0.3,high
3,hungriest_random,8.382731742517153,0.29618824394591897,0.9689876876630008,21,126456,0.041471,25,5,0.3,high
3,random_profit,9.33749550405707,0.29289844151621225,0.9055387234656367,20,180104,0.041965,25,5,0.3,high
3,random_balanced,7.830436763565787,0.20723776936599664,0.7678456909948261,21,204027,0.046639,25,5,0.3,high
3,random_carbon,7.836363101779106,0.18086630326386974,0.7582400876231251,21,210418,0.048448,25,5,0.3,high
3,MILP,9.674095617571474,0.31244762032430634,1.1392346810119376,20,0,2.088817,25,5,0.3,high
4,longest_profit,8.683902297940287,0.2911046344526039,1.0642270452692477,20,243675,0.050964,25,5,0.3,high
4,longest_carbon,6.622522093393968,0.2200996443767923,0.8847006562578428,22,235835,0.049557,25,5,0.3,high
4,longest_random,8.673458430230362,0.2930581599178219,1.0609874000258233,20,185443,0.043556,25,5,0.3,high
4,longest_balanced,8.67980239859286,0.28372154488011986,1.0618782709792218,20,245188,0.051053,25,5,0.3,high
