id,type,profit,carbon,energy,failedP,unsatprops,inferences,time,numIntents,size,rate
0,"multiDips_1_(100, 0, 0)",10.996694306980588,0.559716631902908,1.0844910463993942,5,"[[], [], [], [], [], [], [], [], [], []]",123456,0.032244,10,10,0.2
0,"multiDips_1_(0, 100, 0)",10.941632572290503,0.4062674117570166,1.064638636058044,5,"[[], [], [], [], [], [], [], [], [], []]",142501,0.035412,10,10,0.2
0,"multiDips_1_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",10.979838859015421,0.5009148980546596,1.063484255625049,5,"[[], [], [], [], [], [], [], [], [], []]",121254,0.031787,10,10,0.2
0,"multiDips_3_(0, 100, 0)",11.99978665926047,0.5064299516299232,1.1820624634770396,5,"[[], [], [], [], [], [], [], [], [], []]",149182,0.036588,10,10,0.2
0,"multiDips_1_(0, 0, 100)",10.95590074429676,0.4332182258274859,1.0526706784620568,5,"[[], [], [], [], [], [], [('latency', ((100,), (109,)))], [], [], []]",120591,0.032352,10,10,0.2
0,"multiDips_2_(100, 0, 0)",10.67388853812501,0.6090751781299619,1.1608485295216842,5,"[[], [], [], [], [], [], [], [], [], []]",140532,0.035934,10,10,0.2
0,"multiDips_2_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",10.639330915182398,0.504402124715481,1.1389360159315358,5,"[[], [], [], [], [], [], [], [], [], []]",141670,0.036371,10,10,0.2
0,"multiDips_2_(0, 100, 0)",10.607985434784357,0.4229288235836023,1.1195579815321537,5,"[[], [], [], [], [], [], [], [], [], []]",141257,0.036663,10,10,0.2
0,"multiDips_3_(100, 0, 0)",12.022712147019426,0.5745714141588022,1.1999265366168879,5,"[[], [], [], [], [], [], [], [], [], []]",142336,0.036229,10,10,0.2
0,"multiDips_2_(0, 0, 100)",10.626293317047972,0.4663143359194899,1.1299810831879504,5,"[[], [], [], [], [], [], [], [], [], []]",141955,0.035702,10,10,0.2
0,"multiDips_3_(0, 0, 100)",10.992650183714664,0.4832352561608678,1.0953408327187546,5,"[[], [], [], [], [], [], [], [], [], []]",150145,0.037407,10,10,0.2
0,"multiDips_4_(0, 0, 100)",10.955437375943808,0.43578213625330126,1.0577287256339054,5,"[[], [], [], [], [], [], [], [], [], []]",143745,0.037374,10,10,0.2
0,"multiDips_3_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",10.998798654249551,0.4979470622857835,1.1027123216847494,5,"[[], [], [], [], [], [], [], [], [], []]",149561,0.03773,10,10,0.2
0,"multiDips_4_(100, 0, 0)",12.433531998896573,0.6020736361643725,1.225085027906746,4,"[[], [], [], [], [], [], [], [], [], []]",140152,0.037327,10,10,0.2
0,"multiDips_4_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",10.047637127399899,0.3960215099193968,0.940012083179542,5,"[[], [], [], [], [], [], [], [], [], []]",137857,0.036503,10,10,0.2
0,"multiDips_4_(0, 100, 0)",10.698583050650376,0.3919933101386072,1.0892665656253966,5,"[[], [], [], [], [], [], [], [], [], []]",142032,0.037969,10,10,0.2
0,MILP,13.681533237676014,0.6359738982779026,1.2886042438812662,4,-,0,13.539178,10,10,0.2
1,"multiDips_1_(100, 0, 0)",10.982767577523262,0.5311160723629019,1.0850681937750557,5,"[[], [], [], [], [], [], [], [], [], []]",124350,0.032362,10,10,0.2
