id,type,profit,carbon,energy,failedP,unsatprops,inferences,time,numIntents,size,rate
8,"multiDips_3_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",6.13351127754477,0.30034763973299,0.6456809399452734,2,"[[], [], [], [], []]",95635,0.028089,5,5,0.2
8,"multiDips_4_(0, 0, 100)",7.704857708888888,0.1735635140780059,0.7390367619902882,1,"[[], [], [], [], []]",96743,0.028833,5,5,0.2
8,"multiDips_2_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",6.131724770878104,0.29677181693299,0.6451742732786068,2,"[[], [], [], [], []]",95537,0.027904,5,5,0.2
8,"multiDips_4_(0, 100, 0)",5.710400694925325,0.08809300976235945,0.3930874181819892,2,"[[], [], [], [], []]",149932,0.036887,5,5,0.2
8,"multiDips_4_(100, 0, 0)",6.134726658997881,0.305382941242154,0.651931060773109,2,"[[], [], [], [], []]",98545,0.029578,5,5,0.2
8,MILP,7.817775208966544,0.19218494867464533,0.7029141173114546,1,-,0,0.257257,5,5,0.2
9,"multiDips_1_(0, 100, 0)",7.813546333822744,0.1871894269744056,0.7054525941939068,1,"[[], [], [], [], []]",83610,0.02508,5,5,0.2
9,"multiDips_1_(100, 0, 0)",8.061949621785418,0.2043661081240591,0.6699814080407812,1,"[[], [], [], [], []]",104957,0.028722,5,5,0.2
9,"multiDips_1_(0, 0, 100)",7.813546333822744,0.1871894269744056,0.7054525941939068,1,"[[], [], [], [], []]",83832,0.025599,5,5,0.2
9,"multiDips_2_(100, 0, 0)",6.117926749391785,0.28171064957263553,0.6655069518473289,2,"[[], [], [], [], []]",95629,0.027825,5,5,0.2
9,"multiDips_2_(0, 100, 0)",7.711968243344867,0.19052285278103093,0.7344265175579869,1,"[[], [], [], [], []]",94974,0.027994,5,5,0.2
9,"multiDips_2_(0, 0, 100)",7.716331868647897,0.1987767566117606,0.7289553652453873,1,"[[], [], [], [], []]",94158,0.027847,5,5,0.2
9,"multiDips_3_(0, 0, 100)",8.058443222132476,0.19275126913018945,0.6611947576326633,1,"[[], [], [], [], []]",142827,0.034778,5,5,0.2
9,"multiDips_2_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",6.116711367938674,0.27667534806347155,0.6592568310194933,2,"[[], [], [], [], []]",95825,0.028174,5,5,0.2
